satisfaction_level,last_evaluation,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,hire_date,move_date,end_date,leader_host,country_home,culture_home,country_host,culture_host,function_host,business Size_host,economic Perspective_host,fired_quit,buzz_bust
0.5,0.73,3,148,0,0,low,04-Nov-13,03-Aug-15,31-Jul-18,well placed talent,united states,egalitarian,denmark,egalitarian,human resources,sbu,positive,no,buzz
0.35,0.69,3,141,1,0,low,08-Jul-13,02-Jan-17,02-Jan-20,consistent,united states,egalitarian,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.93,0.95,6,147,0,0,low,07-Jul-14,04-Jan-16,04-Jan-17,key talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.8,0.87,3,142,0,0,low,12-Apr-13,01-Sep-18,31-Aug-20,consistent,sweden,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.54,3,210,0,0,low,13-May-13,01-Jul-18,00-Jan-00,consistent,united states,egalitarian,denmark,egalitarian,operations,sbu,positive,no,buzz
0.75,0.66,3,152,0,0,low,13-May-13,04-Jan-16,03-Jan-19,consistent,japan,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.51,0.39,3,149,0,0,low,02-May-13,01-Feb-19,31-Jan-20,consistent,turkey,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.55,0.92,3,198,0,0,low,03-Jun-13,00-Jan-00,04-Nov-14,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.66,0.7,3,139,0,0,low,20-May-13,29-Dec-14,29-Dec-17,poor perfomer,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.9,0.41,6,255,1,0,medium,08-Jul-13,03-Aug-15,03-Aug-17,consistent,united states,egalitarian,united states,egalitarian,medical,united states,positive,no,buzz
0.81,0.8,4,229,0,0,medium,05-Jun-13,01-Feb-19,31-Jan-22,well placed talent,great britain,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.69,5,134,0,0,medium,11-Jul-16,01-Jan-18,31-Dec-18,consistent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.5,0.75,5,255,0,0,medium,24-Jun-13,01-Mar-17,30-Jun-19,consistent,united states,egalitarian,denmark,egalitarian,commercial,sbu,positive,no,buzz
0.78,0.68,5,189,0,0,medium,16-Jul-13,01-Jan-19,31-Dec-21,well placed talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.76,0.74,3,183,0,0,medium,01-Aug-13,01-May-17,30-Apr-18,well placed talent,brazil,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.49,0.71,3,154,0,0,medium,12-Aug-13,01-Jun-15,31-May-17,consistent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
1,0.61,3,167,0,0,medium,19-Aug-13,28-Mar-16,28-Mar-17,well placed talent,portugal,top-down,denmark,egalitarian,marketing,sbu,positive,no,buzz
0.73,0.55,4,139,0,0,medium,09-Sep-13,01-Jun-18,31-May-20,key talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.88,0.74,5,245,0,0,medium,01-Jul-00,01-Sep-14,01-Sep-17,well placed talent,czech republic,egalitarian,united states,egalitarian,commercial,united states,positive,fired,bust
0.79,0.91,4,200,0,0,medium,03-Jun-03,04-Feb-13,04-Feb-16,well placed talent,italy,hierarquical,united states,egalitarian,finance,united states,positive,fired,bust
0.9,0.98,3,159,0,0,medium,01-Sep-05,24-Feb-14,28-Feb-17,consistent,spain,hierarquical,denmark,egalitarian,marketing,sbu,positive,fired,bust
0.21,0.44,4,163,0,0,high,01-Jan-09,27-Dec-10,31-Mar-15,consistent,norway,consensual,united states,egalitarian,commercial,united states,positive,fired,bust
0.87,0.52,3,158,1,0,low,01-Jul-02,02-Feb-15,30-Nov-19,well placed talent,new zealand,egalitarian,united states,egalitarian,commercial,united states,positive,fired,bust
1,0.89,3,194,0,0,medium,21-Oct-06,27-Jan-14,11-Mar-16,well placed talent,australia,egalitarian,united states,egalitarian,legal,united states,positive,fired,bust
0.5,0.98,3,267,1,0,medium,17-Nov-08,00-Jan-00,10-May-15,key talent,australia,egalitarian,denmark,egalitarian,medical,sbu,positive,fired,bust
0.53,0.63,3,183,0,0,medium,01-Jul-09,01-Dec-14,01-Dec-19,key talent,germany,consensual,united states,egalitarian,marketing,united states,positive,fired,bust
0.63,0.64,3,174,0,0,medium,20-Jul-09,01-Jun-15,31-Mar-16,well placed talent,singapore,hierarquical,united states,egalitarian,human resources,united states,positive,fired,bust
0.9,0.63,4,240,0,0,low,16-Feb-10,25-Apr-11,01-Apr-16,consistent,canada,egalitarian,united states,egalitarian,regulatory affairs,united states,positive,fired,bust
0.54,0.5,2,130,1,0,low,11-Jun-12,00-Jan-00,12-Feb-15,consistent,spain,hierarquical,denmark,egalitarian,commercial,sbu,positive,fired,bust
1,0.59,4,174,0,0,low,18-Jun-01,30-Jun-14,12-Jun-15,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,quit,bust
0.64,0.91,5,246,0,0,low,30-Jun-94,31-Oct-11,06-Mar-15,consistent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.65,0.96,5,173,0,0,low,22-Jun-81,31-Oct-16,31-Oct-18,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.15,0.93,4,185,0,0,low,05-Apr-04,01-Jul-13,31-Jan-17,consistent,italy,hierarquical,denmark,egalitarian,commercial,sbu,positive,quit,bust
0.9,0.83,4,259,1,0,low,02-Nov-92,28-Nov-11,13-Jun-16,consistent,italy,hierarquical,united states,egalitarian,finance,united states,positive,quit,bust
0.61,0.83,3,130,1,0,low,02-Apr-12,04-Feb-13,31-May-17,consistent,ireland,top-down,united states,egalitarian,commercial,united states,positive,quit,bust
0.86,0.55,5,219,0,0,medium,27-Feb-06,26-Aug-13,31-Jan-17,well placed talent,great britain,top-down,united states,egalitarian,medical,united states,positive,quit,bust
0.71,0.62,3,258,0,0,medium,18-Jan-01,00-Jan-00,31-May-15,key talent,italy,hierarquical,denmark,egalitarian,finance,sbu,positive,quit,bust
0.75,0.82,5,287,0,0,medium,05-Sep-06,30-Aug-10,30-Nov-16,consistent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.9,0.37,5,186,0,0,medium,15-Feb-01,04-Nov-13,30-Apr-17,consistent,united arab emirates,hierarquical,united states,egalitarian,commercial,united states,positive,quit,bust
0.38,0.74,3,159,0,0,medium,01-Apr-08,04-Nov-13,01-Sep-16,consistent,canada,egalitarian,united states,egalitarian,commercial,united states,positive,quit,bust
0.75,0.56,4,230,0,0,medium,07-Apr-08,25-Aug-14,25-Aug-17,key talent,italy,hierarquical,denmark,egalitarian,marketing,sbu,positive,quit,bust
0.9,0.77,5,130,0,0,medium,22-Mar-09,02-Nov-15,02-Nov-17,consistent,israel,hierarquical,united states,egalitarian,human resources,united states,positive,quit,bust
0.69,0.64,4,189,0,0,medium,19-Oct-09,30-Sep-13,00-Jan-00,consistent,australia,egalitarian,united states,egalitarian,marketing,united states,positive,quit,bust
0.75,0.96,3,252,0,0,medium,26-Oct-09,01-Dec-14,30-Nov-17,key talent,poland,consensual,united states,egalitarian,commercial,united states,positive,quit,bust
0.56,0.68,4,220,0,0,medium,01-Jul-10,00-Jan-00,31-Oct-15,consistent,germany,consensual,denmark,egalitarian,marketing,sbu,positive,quit,bust
0.57,0.82,5,218,0,0,medium,22-Apr-12,30-Apr-12,01-Apr-16,consistent,france,hierarquical,united states,egalitarian,marketing,united states,positive,quit,bust
0.63,0.83,4,145,0,0,medium,15-Sep-15,01-Apr-17,04-Aug-17,consistent,singapore,hierarquical,united states,egalitarian,operations,united states,positive,quit,bust
0.59,0.91,4,142,1,0,medium,13-Oct-03,26-Dec-11,29-Nov-15,well placed talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,fired,bust
0.9,0.62,3,218,0,0,medium,01-Jan-08,00-Jan-00,29-Jun-15,consistent,colombia,top-down,denmark,egalitarian,medical,sbu,positive,fired,bust
0.65,0.7,4,157,0,0,medium,13-Jan-97,22-Aug-11,03-Jan-16,consistent,spain,hierarquical,united states,egalitarian,commercial,united states,positive,fired,bust
0.9,0.49,4,178,0,0,medium,01-Aug-05,00-Jan-00,03-Aug-15,consistent,denmark,egalitarian,united states,egalitarian,commercial,united states,positive,fired,bust
0.9,0.45,4,241,0,0,medium,16-Oct-11,00-Jan-00,04-May-15,well placed talent,france,hierarquical,united states,egalitarian,communication,united states,positive,fired,bust
0.6,0.83,3,230,0,0,medium,13-Jan-11,30-Sep-13,02-Oct-16,key talent,australia,egalitarian,denmark,egalitarian,marketing,sbu,positive,fired,bust
0.9,0.74,5,249,0,0,medium,07-Jun-11,29-Feb-16,28-Feb-19,well placed talent,colombia,top-down,united states,egalitarian,finance,united states,positive,fired,bust
0.94,0.7,5,147,0,0,medium,19-Dec-11,01-Aug-16,31-Jul-17,well placed talent,russia,hierarquical,united states,egalitarian,marketing,united states,positive,fired,bust
0.56,0.9,4,130,0,0,medium,01-Apr-14,01-Aug-17,30-Jul-18,key talent,slovenia,consensual,united states,egalitarian,marketing,united states,positive,fired,bust
0.95,0.86,5,143,0,0,medium,01-Apr-15,01-Apr-15,01-Apr-18,key talent,china,hierarquical,denmark,egalitarian,communication,sbu,positive,fired,bust
0.97,0.85,4,219,0,0,medium,21-Apr-87,31-Jul-06,02-Mar-15,key talent,new zealand,egalitarian,united states,egalitarian,commercial,united states,positive,quit,bust
0.55,0.63,4,218,0,0,medium,17-Dec-18,01-Jan-19,31-Dec-21,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,quit,bust
0.79,0.6,5,235,0,0,medium,01-May-05,00-Jan-00,28-Jul-15,key talent,denmark,egalitarian,united states,egalitarian,marketing,united states,positive,quit,bust
0.49,0.76,5,237,0,0,high,05-Jul-06,03-Nov-14,05-Apr-19,well placed talent,united states,egalitarian,denmark,egalitarian,human resources,sbu,positive,quit,bust
0.49,0.58,5,186,0,0,high,24-Mar-08,01-Feb-16,31-Jul-19,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.57,0.65,5,177,0,0,high,12-May-08,02-May-11,31-Dec-15,well placed talent,singapore,hierarquical,united states,egalitarian,marketing,united states,positive,quit,bust
0.9,0.81,4,228,0,0,high,28-Jul-08,01-Dec-14,01-Dec-15,consistent,australia,egalitarian,united states,egalitarian,marketing,united states,positive,quit,bust
0.66,0.59,3,204,0,0,high,05-Jan-09,03-Sep-12,03-Sep-17,well placed talent,ireland,top-down,denmark,egalitarian,marketing,sbu,positive,quit,bust
0.79,0.7,5,210,0,0,high,23-Feb-10,03-Aug-15,03-Aug-18,poor perfomer,singapore,hierarquical,united states,egalitarian,medical,united states,positive,quit,bust
0.98,0.95,4,250,1,0,high,01-Jan-13,01-Nov-18,28-Feb-19,well placed talent,france,hierarquical,united states,egalitarian,compliance,united states,positive,quit,bust
0.18,0.52,5,185,0,0,high,16-Jan-12,00-Jan-00,31-Aug-15,well placed talent,mexico,hierarquical,united states,egalitarian,market access,united states,positive,quit,bust
0.57,0.73,3,146,0,0,high,01-Jan-13,00-Jan-00,02-Nov-15,key talent,romania,consensual,denmark,egalitarian,commercial,sbu,positive,quit,bust
0.67,0.55,3,217,0,0,high,07-Jul-14,29-Jun-15,31-Dec-15,well placed talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,quit,bust
0.12,0.61,6,172,0,0,high,06-Jan-14,01-Jun-15,01-Jun-16,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,quit,bust
0.48,0.95,3,184,0,0,high,06-Jan-14,29-Dec-14,23-Oct-15,well placed talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,quit,bust
0.61,0.97,3,148,0,0,low,25-Nov-02,30-May-11,14-Aug-16,consistent,united states,egalitarian,denmark,egalitarian,operations,sbu,positive,fired,bust
0.23,0.52,5,236,0,0,low,09-Sep-91,01-May-15,01-May-17,well placed talent,spain,hierarquical,united states,egalitarian,commercial,united states,positive,fired,bust
0.5,0.55,3,280,0,0,low,17-Sep-12,31-Mar-14,29-Aug-16,key talent,germany,consensual,united states,egalitarian,commercial,united states,positive,fired,bust
0.57,0.6,3,218,0,0,low,26-Sep-05,00-Jan-00,27-Sep-15,key talent,equador,hierarquical,united states,egalitarian,commercial,united states,positive,quit,bust
0.9,0.98,5,155,0,0,low,11-Feb-08,31-Aug-15,31-Aug-17,consistent,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,quit,bust
0.93,0.66,4,242,0,0,low,30-Sep-08,00-Jan-00,01-Jun-15,key talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,quit,bust
0.69,0.88,3,166,0,0,low,02-Jul-09,28-Sep-09,01-Jan-17,consistent,peru,hierarquical,united states,egalitarian,commercial,united states,positive,quit,bust
0.58,0.9,4,175,1,0,low,01-Oct-12,03-Mar-14,03-Mar-17,consistent,france,hierarquical,united states,egalitarian,commercial,united states,positive,quit,bust
0.52,0.95,5,234,0,0,low,07-Jul-14,29-Jun-15,29-Dec-15,consistent,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,quit,bust
0.98,0.88,5,232,0,0,low,28-May-13,02-May-16,28-Feb-18,well placed talent,united states,egalitarian,united states,egalitarian,operations,united states,positive,quit,bust
0.9,0.94,4,156,1,0,low,28-Jul-14,28-Mar-16,28-Mar-17,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,quit,bust
0.5,0.63,5,248,0,0,low,13-Oct-14,29-Feb-16,02-Jun-17,key talent,singapore,hierarquical,united states,egalitarian,regulatory affairs,united states,positive,quit,bust
0.9,0.75,4,218,0,0,low,01-Jun-15,01-Aug-16,01-Aug-17,consistent,japan,hierarquical,denmark,egalitarian,market access,sbu,positive,quit,bust
0.52,0.96,5,251,1,0,low,04-Apr-16,30-May-16,15-Feb-18,consistent,singapore,hierarquical,united states,egalitarian,operations,united states,positive,quit,bust
0.58,0.91,4,173,0,0,low,17-Jul-95,00-Jan-00,29-Jun-15,consistent,great britain,top-down,united states,egalitarian,human resources,united states,positive,fired,bust
0.65,0.51,4,157,1,0,medium,19-Feb-97,03-Jun-13,01-Jan-17,consistent,peru,hierarquical,united states,egalitarian,commercial,united states,positive,fired,bust
0.8,0.59,3,274,0,0,medium,15-Mar-04,23-Dec-13,01-May-16,consistent,brazil,top-down,denmark,egalitarian,marketing,sbu,positive,fired,bust
0.63,0.7,5,182,0,0,medium,01-Jul-08,00-Jan-00,02-Mar-15,poor perfomer,germany,consensual,united states,egalitarian,communication,united states,positive,fired,bust
0.8,0.74,4,233,0,0,medium,02-May-11,22-Apr-13,29-May-16,consistent,colombia,top-down,united states,egalitarian,market access,united states,positive,fired,bust
0.65,1,4,249,0,0,medium,01-Apr-15,00-Jan-00,02-Mar-15,well placed talent,australia,egalitarian,united states,egalitarian,commercial,united states,positive,fired,bust
0.48,0.94,3,162,1,0,medium,15-Oct-14,04-Jan-16,13-Apr-19,consistent,hong kong,consensual,denmark,egalitarian,bts,sbu,positive,fired,bust
0.9,0.75,3,184,0,0,medium,09-Jan-09,26-Dec-11,31-May-15,consistent,netherlands,consensual,united states,egalitarian,commercial,united states,positive,quit,bust
0.6,0.62,3,135,0,0,medium,05-Jul-06,03-Nov-14,05-Apr-19,well placed talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,quit,bust
0.56,0.57,3,143,0,0,medium,03-Mar-08,00-Jan-00,02-Feb-15,well placed talent,ireland,top-down,united states,egalitarian,marketing,united states,positive,quit,bust
0.13,0.8,5,203,0,0,medium,16-Sep-13,30-Jun-14,13-May-18,consistent,ireland,top-down,denmark,egalitarian,operations,sbu,positive,quit,bust
0.83,0.51,5,143,0,0,medium,16-Jun-14,02-May-16,06-Dec-18,well placed talent,australia,egalitarian,united states,egalitarian,medical,united states,positive,quit,bust
0.91,0.55,2,142,1,0,medium,07-Jul-14,29-Dec-14,21-Jul-17,key talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,quit,bust
0.97,0.97,5,171,0,0,high,08-Nov-04,29-Apr-13,29-Apr-16,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.96,3,223,0,0,high,27-Mar-00,01-Oct-12,28-Feb-16,well placed talent,united states,egalitarian,denmark,egalitarian,finance,sbu,positive,no,buzz
0.57,0.87,4,148,0,0,high,25-Aug-03,02-Sep-13,29-Feb-16,consistent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.9,0.79,6,140,0,0,high,03-Feb-97,29-Dec-14,31-Dec-17,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.84,0.74,4,226,0,0,high,07-Jan-13,01-May-17,31-Jul-18,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.17,0.93,5,183,0,0,high,02-Mar-01,04-Aug-14,04-Aug-15,well placed talent,united states,egalitarian,denmark,egalitarian,legal,sbu,positive,no,buzz
0.97,0.86,5,135,0,0,high,04-Sep-91,01-Jun-15,01-Jun-18,key talent,dominican republic,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.94,0.66,3,236,0,0,high,04-Mar-02,29-Feb-16,28-Feb-19,key talent,united states,egalitarian,united states,egalitarian,marketing,united states,positive,no,buzz
0.83,0.61,5,257,0,0,low,24-Jun-02,03-Aug-15,03-Aug-17,well placed talent,united states,egalitarian,united states,egalitarian,human resources,united states,positive,no,buzz
0.9,0.73,3,155,0,0,low,25-Sep-95,01-Sep-18,30-Nov-18,consistent,united states,egalitarian,denmark,egalitarian,regulatory affairs,sbu,positive,no,buzz
0.9,0.76,2,211,0,0,low,12-Jul-04,00-Jan-00,28-Sep-15,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.95,0.86,3,207,0,0,low,23-Sep-96,28-Sep-15,31-Jul-20,well placed talent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.69,0.95,3,126,0,0,low,01-Aug-02,04-Jul-11,01-Jan-17,consistent,netherlands,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.49,0.98,3,267,0,0,low,14-Oct-96,30-Jan-12,01-Apr-16,well placed talent,germany,consensual,denmark,egalitarian,operations,sbu,positive,no,buzz
0.45,0.37,6,226,0,0,low,27-Oct-99,28-Mar-16,30-Nov-17,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.21,0.9,2,239,0,0,low,27-Aug-07,02-May-16,01-May-19,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.67,0.61,3,202,0,0,medium,27-Oct-14,01-Mar-17,28-Feb-18,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.76,0.62,3,150,1,0,medium,22-Mar-04,01-Sep-14,31-Aug-18,well placed talent,united states,egalitarian,denmark,egalitarian,medical,sbu,positive,no,buzz
0.5,0.78,5,156,0,0,medium,31-Mar-03,01-Oct-18,30-Sep-20,key talent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.52,0.73,2,233,0,0,medium,03-Jun-02,28-Sep-15,30-Sep-18,consistent,united states,egalitarian,united states,egalitarian,operations,united states,positive,no,buzz
0.66,0.59,5,262,0,0,medium,15-May-95,04-Aug-14,31-May-18,consistent,united states,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
